Gene ID	Found in	Non-hypothetical Annotation	Which Annotation	Hypothetical Annotation	Which Annotation
NC_000913:complement(2593842..2595857):CDS	bop27	"elongator methionine trna (ac4c34) acetyltransferase"	bop27		
NC_000913:complement(2595872..2596735):CDS	bop27	"putative neutral zinc metallopeptidase"	bop27		
NC_000913:complement(2596903..2597616):CDS	bop27	"phosphoribosylaminoimidazole-succinocarboxamide synthetase"	bop27		
NC_000913:complement(2597829..2598863):CDS	bop27	"bamabcde complex om biogenesis lipoprotein"	bop27		
NC_000913:complement(2598880..2599758):CDS	bop27	"dihydrodipicolinate synthase"	bop27		
NC_000913:2599904..2600476:CDS	bop27	"transcriptional repressor, regulatory protein accessory to gcva"	bop27		
NC_000913:2600476..2600946:CDS	bop27	"peroxiredoxin; thiol peroxidase, thioredoxin-dependent"	bop27		
NC_000913:2601199..2601816:CDS	bop27	"hydrogenase 4, 4fe-4s subunit"	bop27		
NC_000913:2601816..2603834:CDS	bop27	"hydrogenase 4, membrane subunit"	bop27		
NC_000913:2603845..2604792:CDS	bop27	"hydrogenase 4, membrane subunit"	bop27		
NC_000913:2604809..2606248:CDS	bop27	"hydrogenase 4, membrane subunit"	bop27		
NC_000913:2606260..2606910:CDS	bop27	"hydrogenase 4, membrane subunit"	bop27		
NC_000913:2606915..2608495:CDS	bop27	"hydrogenase 4, membrane subunit"	bop27		
NC_000913:2608485..2610152:CDS	bop27	"hydrogenase 4, subunit"	bop27		
NC_000913:2610162..2610707:CDS	bop27	"hydrogenase 4, fe-s subunit"	bop27		
NC_000913:2610704..2611462:CDS	bop27	"hydrogenase 4, fe-s subunit"	bop27		
NC_000913:2611455..2611868:CDS	bop27	"putative processing element hydrogenase 4"	bop27		
NC_000913:2611898..2613910:CDS	bop27	"hydrogenase-4 transcriptional activator"	bop27		
NC_000913:2613932..2614780:CDS	bop27	"putative formate transporter"	bop27		
NC_000913:complement(2614818..2615879):CDS	bop27	"putative upf0118 family inner membrane permease"	bop27		
NC_000913:2616092..2617555:CDS	bop27	"om protein maintenance and assembly metalloprotease and chaperone, periplasmic"	bop27		
NC_000913:2617576..2617935:CDS	bop27	"putative oxidoreductase"	bop27		
NC_000913:complement(2618073..2618774):CDS	bop27	"atpase regulatory factor involved in dnaa inactivation"	bop27		
NC_000913:complement(2618869..2620158):CDS	bop27	"uracil permease"	bop27		
NC_000913:complement(2620244..2620870):CDS	bop27	"uracil phosphoribosyltransferase"	bop27		
NC_000913:2621195..2622232:CDS	bop27	"phosphoribosylaminoimidazole synthetase"	bop27		
NC_000913:2622232..2622870:CDS	bop27	"phosphoribosylglycinamide formyltransferase 1"	bop27		
NC_000913:2623042..2625108:CDS	bop27	"polyphosphate kinase, component of rna degradosome"	bop27		
NC_000913:2625113..2626654:CDS	bop27	"exopolyphosphatase"	bop27		
NC_000913:complement(2626693..2628936):CDS	bop27	"cyclic-di-gmp phosphodiesterase, anaerobic"	bop27		
NC_000913:2629288..2629479:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2629790..2630308:CDS	bop27	"outer membrane integrity lipoprotein"	bop27		
NC_000913:2630324..2630863:CDS	bop27	"nalidixic acid resistance protein, putative periplasmic protein"	bop27		
NC_000913:complement(2630956..2632533):CDS	bop27	"gmp synthetase (glutamine aminotransferase)"	bop27		
NC_000913:complement(2632602..2634068):CDS	bop27	"imp dehydrogenase"	bop27		
NC_000913:2634230..2635600:CDS	bop27	"exonuclease vii, large subunit"	bop27		
NC_000913:complement(2635597..2635812):CDS	bop27	"duf1407 family protein"	bop27		
NC_000913:complement(2635882..2637354):CDS	bop27	"gtpase; multicopy suppressor of ftsj"	bop27		
NC_000913:complement(2637472..2638650):CDS	bop27	"bamabcde complex om biogenesis lipoprotein"	bop27		
NC_000913:complement(2638661..2639281):CDS	bop27	"ancillary secyeg translocon subunit; putative anti-rcsb factor"	bop27		
NC_000913:complement(2639299..2640573):CDS	bop27	"histidyl trna synthetase"	bop27		
NC_000913:complement(2640684..2641802):CDS	bop27	"1-hydroxy-2-methyl-2-(e)-butenyl 4-diphosphate synthase"	bop27		
NC_000913:complement(2641829..2642842):CDS	bop27	"mreb assembly cytoskeletal protein"	bop27		
NC_000913:complement(2643127..2644281):CDS	bop27	"dual specificity 23s rrna m(2)a2503, trna m(2)a37 methyltransferase, sam-dependent"	bop27		
NC_000913:complement(2644431..2644862):CDS	bop27	"multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase"	bop27		
NC_000913:complement(2645011..2647323):CDS	bop27	"penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein"	bop27		
NC_000913:complement(2647324..2652285):CDS	bop27	"bacterial alpha2-macroglobulin colonization factor ecam; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein"	bop27		
NC_000913:2652492..2653337:CDS	bop27	"3-mercaptopyruvate sulfurtransferase"	bop27		
NC_000913:complement(2654155..2654931):CDS	bop27	"rhodanase-like enzyme, sulfur transfer from thiosulfate"	bop27		
NC_000913:complement(2655073..2656356):CDS	bop27	"aminopeptidase b"	bop27		
NC_000913:complement(2656534..2656734):CDS	bop27	"fe(2+) donor and activity modulator for cysteine desulfurase"	bop27		
NC_000913:complement(2656746..2657081):CDS	bop27	"[2fe-2s] ferredoxin"	bop27		
NC_000913:complement(2657083..2658933):CDS	bop27	"dnak-like molecular chaperone specific for iscu"	bop27		
NC_000913:complement(2658950..2659465):CDS	bop27	"hsca co-chaperone, j domain-containing protein hsc56; iscu-specific chaperone hscab"	bop27		
NC_000913:complement(2659561..2659884):CDS	bop27	"fes cluster assembly protein"	bop27		
NC_000913:complement(2659901..2660287):CDS	bop27	"iron-sulfur cluster assembly scaffold protein"	bop27		
NC_000913:complement(2660315..2661529):CDS	bop27	"cysteine desulfurase (trna sulfurtransferase), plp-dependent"	bop27		
NC_000913:complement(2661641..2662129):CDS	bop27	"isc operon transcriptional repressor; suf operon transcriptional activator; oxidative stress- and iron starvation-inducible; autorepressor"	bop27		
NC_000913:complement(2662581..2663321):CDS	bop27	"trna mc32,mu32 2'-o-methyltransferase, sam-dependent"	bop27		
NC_000913:2663440..2664243:CDS	bop27	"inositol monophosphatase"	bop27		
NC_000913:2664388..2665242:CDS	bop27	"putative s9 family prolyl oligopeptidase"	bop27		
NC_000913:2665433..2666713:CDS	bop27	"stationary phase inducible protein"	bop27		
NC_000913:complement(2666705..2667844):CDS	bop27	"putative 3-phenylpropionic transporter"	bop27		
NC_000913:complement(2668004..2668069):CDS	bop27	"3-hydroxypropionic acid resistance peptide"	bop27		
NC_000913:complement(2668004..2668894):CDS	bop27	"hca operon transcriptional regulator"	bop27		
NC_000913:2669030..2670391:CDS	bop27	"3-phenylpropionate dioxygenase, large (alpha) subunit"	bop27		
NC_000913:2670388..2670906:CDS	bop27	"3-phenylpropionate dioxygenase, small (beta) subunit"	bop27		
NC_000913:2670906..2671226:CDS	bop27	"3-phenylpropionate dioxygenase, ferredoxin subunit"	bop27		
NC_000913:2671223..2672035:CDS	bop27	"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase"	bop27		
NC_000913:2672045..2673247:CDS	bop27	"phenylpropionate dioxygenase, ferredoxin reductase subunit"	bop27		
NC_000913:2673344..2673766:CDS	bop27	"doxx family inner membrane protein"	bop27		
NC_000913:complement(2673814..2674686):CDS	bop27	"mutarotase superfamily protein, yphb family"	bop27		
NC_000913:complement(2674698..2675759):CDS	bop27	"putative zn-dependent nad(p)-binding oxidoreductase"	bop27		
NC_000913:complement(2675825..2676823):CDS	bop27	"putative sugar abc transporter permease"	bop27		
NC_000913:complement(2676848..2678359):CDS	bop27	"putative sugar abc transporter atpase"	bop27		
NC_000913:complement(2678382..2679365):CDS	bop27	"putative sugar abc transporter periplasmic binding protein"	bop27		
NC_000913:complement(2679462..2682743):CDS	bop27	"duf4380 domain-containing tpr repeat protein"	bop27		
NC_000913:2682861..2684054:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:complement(2684252..2685505):CDS	bop27	"serine hydroxymethyltransferase"	bop27		
NC_000913:2685833..2687023:CDS	bop27	"fused nitric oxide dioxygenase/dihydropteridine reductase 2"	bop27		
NC_000913:complement(2687068..2687406):CDS	bop27	"regulatory protein p-ii for glutamine synthetase"	bop27		
NC_000913:complement(2687467..2688801):CDS	bop27	"response regulator regulating glmy srna in two-component system with sensor protein glrk"	bop27		
NC_000913:complement(2688791..2689504):CDS	bop27	"putative outer membrane protein modulating the qseef response"	bop27		
NC_000913:complement(2689669..2691096):CDS	bop27	"sensor protein kinase regulating glmy srna in two-component system with response regulator glrr"	bop27		
NC_000913:complement(2691654..2695541):CDS	bop27	"phosphoribosylformyl-glycineamide synthetase"	bop27		
NC_000913:2695799..2697355:CDS	bop27	"membrane-bound lytic transglycosylase f, murein hydrolase"	bop27		
NC_000913:complement(2697352..2697855):CDS	bop27	"trna-specific adenosine deaminase"	bop27		
NC_000913:complement(2697913..2698548):CDS	bop27	"phosphatidylglycerophosphatase c, membrane bound"	bop27		
NC_000913:2698757..2699605:CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:2699661..2699921:CDS	bop27	"putative 4fe-4s cluster-containing protein"	bop27		
NC_000913:complement(2700115..2700195):CDS	bop27	"toxic membrane protein"	bop27		
NC_000913:complement(2700616..2700996):CDS	bop27	"holo-[acyl-carrier-protein] synthase 1"	bop27		
NC_000913:complement(2700996..2701727):CDS	bop27	"pyridoxine 5'-phosphate synthase"	bop27		
NC_000913:complement(2701739..2702467):CDS	bop27	"gap repair protein"	bop27		
NC_000913:complement(2702479..2703384):CDS	bop27	"membrane-associated, 16s rrna-binding gtpase"	bop27		
NC_000913:complement(2703381..2704061):CDS	bop27	"rnase iii"	bop27		
NC_000913:complement(2704333..2705307):CDS	bop27	"leader peptidase (signal peptidase i)"	bop27		
NC_000913:complement(2705323..2707122):CDS	bop27	"back-translocating elongation factor ef4, gtpase"	bop27		
NC_000913:complement(2707320..2707799):CDS	bop27	"soxr iron-sulfur cluster reduction factor component"	bop27		
NC_000913:complement(2707796..2708752):CDS	bop27	"anti-sigma e factor, binds rsea"	bop27		
NC_000913:complement(2708752..2709402):CDS	bop27	"anti-sigma factor"	bop27		
NC_000913:complement(2709435..2710010):CDS	bop27	"rna polymerase sigma e factor"	bop27		
NC_000913:2710418..2712040:CDS	bop27	"quinolinate synthase, l-aspartate oxidase (b protein) subunit"	bop27		
NC_000913:complement(2712025..2712762):CDS	bop27	"trna1(val) (adenine(37)-n6)-methyltransferase"	bop27		
NC_000913:2712894..2714228:CDS	bop27	"atp-dependent rna helicase"	bop27		
NC_000913:complement(2714437..2715318):CDS	bop27	"putative dna-binding transcriptional regulator"	bop27		
NC_000913:2715421..2716008:CDS	bop27	"cysteine and o-acetylserine exporter"	bop27		
NC_000913:complement(2716064..2716447):CDS	bop27	"autonomous glycyl radical cofactor"	bop27		
NC_000913:2716752..2717441:CDS	bop27	"uracil-dna-glycosylase"	bop27		
NC_000913:complement(2717489..2718526):CDS	bop27	"putative methyltransferase"	bop27		
NC_000913:2718733..2719152:CDS	bop27	"thioredoxin 2"	bop27		
NC_000913:2719221..2719919:CDS	bop27	"dtw domain protein"	bop27		
NC_000913:2719951..2722611:CDS	bop27	"protein lysine acetyltransferase"	bop27		
NC_000913:2722725..2724080:CDS	bop27	"phosphatidylserine synthase; cdp-diacylglycerol-serine o-phosphatidyltransferase"	bop27		
NC_000913:2724126..2724449:CDS	bop27	"putative lipoprotein"	bop27		
NC_000913:complement(2724446..2725744):CDS	bop27	"alpha-ketoglutarate transporter"	bop27		
NC_000913:complement(2731598..2734171):CDS	bop27	"protein disaggregation chaperone"	bop27		
NC_000913:complement(2734301..2735032):CDS	bop27	"upf0124 family protein"	bop27		
NC_000913:complement(2735029..2736009):CDS	bop27	"23s rrna pseudouridine(1911,1915,1917) synthase"	bop27		
NC_000913:2736144..2736881:CDS	bop27	"bamabcde complex om biogenesis lipoprotein"	bop27		
NC_000913:2737152..2737493:CDS	bop27	"cold shock protein associated with 30s ribosomal subunit"	bop27		
NC_000913:2737597..2737644:CDS	bop27	"phea gene leader peptide"	bop27		
NC_000913:2737743..2738903:CDS	bop27	"chorismate mutase and prephenate dehydratase, p-protein"	bop27		
NC_000913:complement(2738946..2740067):CDS	bop27	"fused chorismate mutase t/prephenate dehydrogenase"	bop27		
NC_000913:complement(2740078..2741148):CDS	bop27	"3-deoxy-d-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible"	bop27		
NC_000913:2741358..2741723:CDS	bop27	"lipoprotein"	bop27		
NC_000913:2741873..2742391:CDS	bop27	"putative periplasmic inhibitor of yfin activity"	bop27		
NC_000913:2742381..2743607:CDS	bop27	"putative membrane-anchored diguanylate cyclase"	bop27		
NC_000913:2743623..2744105:CDS	bop27	"om lipoprotein putative positive effector of yfin activity"	bop27		
NC_000913:complement(2744181..2744528):CDS	bop27	"50s ribosomal subunit protein l19"	bop27		
NC_000913:complement(2744570..2745337):CDS	bop27	"trna m(1)g37 methyltransferase, sam-dependent"	bop27		
NC_000913:complement(2745368..2745916):CDS	bop27	"ribosome maturation factor"	bop27		
NC_000913:complement(2745935..2746183):CDS	bop27	"30s ribosomal subunit protein s16"	bop27		
NC_000913:complement(2746432..2747793):CDS	bop27	"signal recognition particle (srp) component with 4.5s rna (ffs)"	bop27		
NC_000913:2747960..2748751:CDS	bop27	"cytochrome c assembly protein family inner membrane protein"	bop27		
NC_000913:2748772..2750058:CDS	bop27	"upf0053 family inner membrane protein"	bop27		
NC_000913:complement(2750113..2750706):CDS	bop27	"heat shock protein"	bop27		
NC_000913:2750829..2751707:CDS	bop27	"nad kinase"	bop27		
NC_000913:2751793..2753454:CDS	bop27	"recombination and repair protein"	bop27		
NC_000913:2753603..2753944:CDS	bop27	"lipoprotein component of bamabcde om biogenesis complex"	bop27		
NC_000913:complement(2754006..2754296):CDS	bop27	"upf0125 family protein"	bop27		
NC_000913:complement(2754286..2754762):CDS	bop27	"toxic upf0083 family protein inhibitor of 70s ribosome formation"	bop27		
NC_000913:2754894..2755376:CDS	bop27	"tmrna-binding trans-translation protein"	bop27		
NC_000913:2756157..2757398:CDS	bop27	"cp4-57 prophage; integrase"	bop27		
NC_000913:complement(2757642..2758598):CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2758642..2758854:CDS	bop27	"cp4-57 prophage; dna-binding transcriptional activator"	bop27		
NC_000913:2758983..2760392:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2760545..2761171:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:complement(2761349..2763538):CDS	bop27	"radiation resistance protein; dead/h helicase-like protein; cp4-57 putative defective prophage"	bop27		
NC_000913:complement(2763535..2765151):CDS	bop27	"cp4-57 putative defective prophage, duf4297/duf1837 polymorphic toxin family protein"	bop27		
NC_000913:complement(2765511..2765774):CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2765916..2766989:CDS	bop27	"cp4-57 prophage; rnase ls"	bop27		
NC_000913:2766982..2767353:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2767708..2768571:CDS	bop27	"cp4-57 prophage; 50s ribosome-binding gtpase family protein"	bop27		
NC_000913:2768663..2769484:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2769701..2770402:CDS	bop27	"cp4-57 prophage; putative dna-binding transcriptional regulator"	bop27		
NC_000913:2770443..2770679:CDS	bop27	"cp4-57 prophage; putative inner membrane protein"	bop27		
NC_000913:2770679..2771122:CDS	bop27	"cp4-57 prophage; uncharacterized protein"	bop27		
NC_000913:2771146..2771613:CDS	bop27	"cp4-57 prophage; putative periplasmic protein"	bop27		
NC_000913:complement(2772000..2772152):CDS	bop27		bop27		
NC_000913:complement(join(2772165..2773064,2773064..2773180)):CDS	bop27		bop27		
NC_000913:2773316..2775019:CDS	bop27	"cp4-57 prophage; putative inner membrane protein"	bop27		
NC_000913:join(2775543..2775722,2775722..2775814):CDS	bop27		bop27		
NC_000913:2775917..2776375:CDS	bop27	"cp4-57 prophage; putative antirestriction protein"	bop27		
NC_000913:2776384..2776866:CDS	bop27	"cp4-57 prophage; putative dna repair protein"	bop27		
NC_000913:2776875..2777075:CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:2777113..2777430:CDS	bop27	"cp4-57 prophage; antitoxin of the ypjf-yfjz toxin-antitoxin system"	bop27		
NC_000913:2777451..2777780:CDS	bop27	"cp4-57 prophage; toxin of the ypjf-yfjz toxin-antitoxin system"	bop27		
NC_000913:complement(2778144..2782724):CDS	bop27	"adhesin-like autotransporter"	bop27		
NC_000913:complement(2783063..2783302):CDS	bop27		bop27		
NC_000913:complement(2783636..2785009):CDS	bop27		bop27		
NC_000913:2786395..2788647:CDS	bop27		bop27		
NC_000913:2788983..2789960:CDS	bop27	"carbon starvation protein"	bop27		
NC_000913:2789980..2791248:CDS	bop27	"l-2-hydroxyglutarate oxidase"	bop27		
NC_000913:2791271..2792719:CDS	bop27	"succinate-semialdehyde dehydrogenase i, nadp-dependent"	bop27		
NC_000913:2792733..2794013:CDS	bop27	"4-aminobutyrate aminotransferase, plp-dependent"	bop27		
NC_000913:2794251..2795651:CDS	bop27	"gamma-aminobutyrate transporter"	bop27		
NC_000913:2795672..2796334:CDS	bop27	"transcriptional repressor of csid"	bop27		
NC_000913:complement(2796335..2796784):CDS	bop27	"uncharacterized protein"	bop27		
NC_000913:complement(2796868..2797026):CDS	bop27	"cyar srna-regulated protein"	bop27		
NC_000913:2797209..2797508:CDS	bop27	"tributyltin-inducible repressor of ygavp"	bop27		
NC_000913:2797518..2798042:CDS	bop27	"duf2892 family inner membrane rhodanese"	bop27		
